title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Mileage,Fuel,Ground Clearance,Seating Capacity,Drive Type,Length,No. of Airbags,Boot Space,Range,Battery Capacity,Charging Time DC,Charging Time AC,Global NCAP Safety Rating,Top Speed
2018 Mahindra XUV500 W6 2WD,₹8.25 Lakh,"Ghatkopar East, Mumbai",Apr 2018,Expired,Diesel,7 Seats,"1,17,372 Kms",Thane,First Owner,2179 cc,Manual,2018,2179 cc,140 bhp,16 kmpl,,200mm,7,FWD,,,,,,,,,
2023 Mahindra Thar LX 4WD Hard Top BSVI,₹12.75 Lakh,"Borivali West, Mumbai",Dec 2023,Comprehensive,Petrol,4 Seats,"14,103 Kms",vasai,First Owner,1997 cc,Manual,2023,1997 cc,150 bhp,15.2 kmpl,,226mm,4,4X4,,,,,,,,4 Star,
2022 Skoda Slavia 1.5 TSI Style AT,₹15.14 Lakh,"Dadar, Mumbai",Jul 2022,Comprehensive,Petrol,5 Seats,"24,593 Kms",kalyan,First Owner,1498 cc,Automatic,2022,1498 cc,147.52 bhp,18.41 kmpl,Petrol,,,,,6,,,,,,5 Star,
2018 Honda City i-VTEC CVT ZX,₹7.75 Lakh,"Mira Road (e), Thane",Jan 2018,Comprehensive,Petrol,5 Seats,"56,000 Kms",Mumbai,Second Owner,1497 cc,Automatic,2018,1497 cc,117.6 bhp,18 kmpl,Petrol,,,,,6,,,,,,,
2022 MG Hector Sharp CVT,₹16.95 Lakh,"Goregaon (w), Mumbai",Mar 2022,Expired,Petrol,5 Seats,"13,900 Kms",Pimpri chinchwad,First Owner,1451 cc,Automatic,2022,1451 cc,141 bhp,9 kmpl,,192mm,5,FWD,,,,,,,,,
2015 Hyundai Creta 1.6 CRDi SX Plus,₹8.25 Lakh,"Andheri East, Mumbai",Oct 2015,Comprehensive,Diesel,5 Seats,"37,000 Kms",Mumbai,First Owner,1582 cc,Manual,2015,1582 cc,126.2 bhp,19.67 kmpl,,190mm,5,FWD,,,,,,,,,
2021 Hyundai Santro Sportz Executive CNG,₹5.26 Lakh,"West, Thane",Aug 2021,Comprehensive,CNG,5 Seats,"36,221 Kms",Thane,First Owner,1086 cc,Manual,2021,1086 cc,59.18 bhp,30.48 km/kg,CNG,,,,,1,,,,,,,
2014 Hyundai Grand i10 Magna,₹3.12 Lakh,"Mulund West, Mumbai",Nov 2014,Third Party,Petrol,5 Seats,"16,425 Kms",Mumbai,First Owner,1197 cc,Manual,2014,1197 cc,82 bhp,18.9 kmpl,Petrol,,,,3765mm,,,,,,,,
2021 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹6.64 Lakh,"Dadar, Mumbai",Aug 2021,Comprehensive,Petrol,5 Seats,"22,385 Kms",Thane,First Owner,1197 cc,Manual,2021,1197 cc,81.86 bhp,18.9 kmpl,Petrol,,,,,2,,,,,,,
2019 Maruti Ciaz Petrol,₹7.61 Lakh,"West, Thane",May 2019,Comprehensive,Diesel,,"15,540 Kms",Mumbai,First Owner,1248 cc,Manual,2019,1248 cc,88.5 bhp,,Diesel,,,,,,,,,,,,
2021 Kia Seltos HTX IVT G,₹13.51 Lakh,Thane,Jul 2021,Comprehensive,Petrol,5 Seats,"37,115 Kms",Mumbai,First Owner,1497 cc,Automatic,2021,1497 cc,113.42 bhp,16.8 kmpl,Petrol,,5,2WD,,,,,,,,,
2020 Hyundai Venue SX Turbo iMT,₹7.50 Lakh,"Khar Colony, Mumbai",Sept 2020,Comprehensive,Petrol,5 Seats,"30,002 Kms",Mumbai,Second Owner,998 cc,Manual,2020,998 cc,118.35 bhp,18 kmpl,Petrol,,,FWD,,,,,,,,,
2013 Toyota Etios G,₹3.66 Lakh,Thane,Jan 2014,Comprehensive,Petrol,5 Seats,"22,016 Kms",Mumbai,First Owner,1496 cc,Manual,2013,1496 cc,88.73 bhp,16.78 kmpl,Petrol,,,,,,,,,,,,
2019 Renault Duster RXS 85PS BSIV,₹6.49 Lakh,"West, Thane",Nov 2019,Expired,Diesel,5 Seats,"51,906 Kms",Thane,First Owner,1461 cc,Manual,2019,1461 cc,84 bhp,19.87 kmpl,Diesel,,,FWD,,,,,,,,,
2016 Datsun RediGO 1.0 T Option,₹2.99 Lakh,"Borivali West, Mumbai",Dec 2016,Comprehensive,Petrol,5 Seats,"22,000 Kms",Mumbai,First Owner,999 cc,Manual,2016,999 cc,67 bhp,22.5 kmpl,Petrol,,,,3429mm,,,,,,,,
2018 Honda Brio 1.2 S Option MT,₹3.99 Lakh,Thane,Jun 2018,Third Party,Petrol,5 Seats,"21,000 Kms",kalyan,First Owner,1198 cc,Manual,2018,1198 cc,86.8 bhp,18.5 kmpl,Petrol,,,,3610mm,,,,,,,,
2017 Honda Jazz 1.2 V i VTEC,₹4.75 Lakh,"Ghatkopar East, Mumbai",Mar 2017,Comprehensive,Petrol,5 Seats,"57,000 Kms",Mumbai,First Owner,1199 cc,Manual,2017,1199 cc,88.7 bhp,18.7 kmpl,Petrol,,,,3955mm,,,,,,,,
2019 Hyundai Verna CRDi 1.6 AT SX Option,₹10.25 Lakh,"Vadpe, Thane",May 2019,Expired,Diesel,5 Seats,"38,000 Kms",panvel,Second Owner,1582 cc,Automatic,2019,1582 cc,126.2 bhp,22 kmpl,Diesel,,,,,6,,,,,,,
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹4.37 Lakh,"Kandivali East, Mumbai",Jun 2017,Comprehensive,Petrol,5 Seats,"32,601 Kms",kalyan,First Owner,1197 cc,Manual,2017,1197 cc,81.86 bhp,18.9 kmpl,Petrol,,,,,2,,,,,,,
2014 BMW X3 xDrive20d xLine,₹13.45 Lakh,"Ghatkopar East, Mumbai",Mar 2014,Expired,Diesel,5 Seats,"1,09,000 Kms",panvel,First Owner,1995 cc,Automatic,2014,1995 cc,190 bhp,,Diesel,,,4WD,,,,,,,,,210 kmph
2014 Hyundai Verna 1.6 SX VTVT AT,₹3.85 Lakh,"Khar Colony, Mumbai",Mar 2014,Comprehensive,Petrol,5 Seats,"72,003 Kms",Mumbai,Second Owner,1591 cc,Automatic,2014,1591 cc,121.3 bhp,15.74 kmpl,Petrol,,,,,,,,,,,,
2020 Mercedes-Benz C-Class Progressive C 220d,₹32.50 Lakh,"Andheri West, Mumbai",Sept 2020,Comprehensive,Diesel,5 Seats,"31,500 Kms",Mumbai,First Owner,1950 cc,Automatic,2020,1950 cc,194 bhp,,Diesel,,,RWD,,,,,,,,,240 kmph
2015 Maruti Celerio ZXI AT,₹3.49 Lakh,"Jogeshwari East, Mumbai",Oct 2015,Expired,Petrol,5 Seats,"21,000 Kms",kalyan,First Owner,998 cc,Automatic,2015,998 cc,67.04 bhp,23.1 kmpl,Petrol,,,,3715mm,,,,,,,,
2018 Honda Amaze S i-VTEC,₹5.25 Lakh,"Prabhadevi, Mumbai",Aug 2018,Comprehensive,Petrol,5 Seats,"47,104 Kms",Mumbai,First Owner,1198 cc,Manual,2018,1198 cc,86.7 bhp,17.8 kmpl,Petrol,,,,,,,,,,,,
2015 Mercedes-Benz E-Class E 200 CGI,₹14.75 Lakh,"Matunga West, Mumbai",Jul 2015,Comprehensive,Petrol,5 Seats,"47,450 Kms",Mumbai,Second Owner,1991 cc,Automatic,2015,1991 cc,181.03 bhp,,Petrol,,5,RWD,,,,,,,,,233 kmph
2019 Honda City V CVT,₹8.25 Lakh,"Goregaon (w), Mumbai",Mar 2019,Expired,Petrol,5 Seats,"23,000 Kms",Mumbai,First Owner,1497 cc,Automatic,2019,1497 cc,117.6 bhp,17.4 kmpl,Petrol,,,,,2,,,,,,,
2022 Mercedes-Benz S-Class S450 4Matic BSVI,₹1.28 Crore,"Andheri East, Mumbai",Nov 2022,Comprehensive,Petrol,5 Seats,"24,000 Kms",vasai,First Owner,2999 cc,Automatic,2022,2999 cc,362.07 bhp,,Petrol,,,AWD,,,,,,,,,250 kmph
2015 Honda City i VTEC CVT VX,₹5.40 Lakh,"Prabhadevi, Mumbai",Aug 2015,Comprehensive,Petrol,5 Seats,"69,986 Kms",Mumbai,First Owner,1497 cc,Automatic,2015,1497 cc,117.3 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2014 Volkswagen Polo 1.2 MPI Highline,₹3.29 Lakh,"Kandivali East, Mumbai",Apr 2014,Third Party,Petrol,5 Seats,"78,310 Kms",Mumbai,Second Owner,1198 cc,Manual,2014,1198 cc,74 bhp,16.47 kmpl,Petrol,,,,3971mm,,,,,,,,
2021 BMW 7 Series 740Li M Sport,₹79.75 Lakh,"Andheri East, Mumbai",Aug 2021,Comprehensive,Petrol,4 Seats,"43,000 Kms",nandurbar,First Owner,2998 cc,Automatic,2021,2998 cc,335.25 bhp,,Petrol,,,AWD,,,,,,,,,
2019 Mahindra Alturas G4 4X4 AT BSIV,₹17.50 Lakh,"Andheri East, Mumbai",Feb 2019,Comprehensive,Diesel,7 Seats,"80,000 Kms",Mumbai,Second Owner,2157 cc,Automatic,2019,2157 cc,178.49 bhp,12.05 kmpl,Diesel,,7,4WD,,,,,,,,,
2017 Maruti Wagon R AMT VXI,₹4.10 Lakh,"West, Thane",Apr 2017,Comprehensive,Petrol,5 Seats,"26,000 Kms",Mumbai,First Owner,998 cc,Automatic,2017,998 cc,67 bhp,20.51 kmpl,Petrol,,,,3599mm,,,,,,,,
2011 Toyota Etios Liva G,₹2.27 Lakh,"West, Thane",Dec 2011,Comprehensive,Petrol,5 Seats,"1,17,434 Kms",Mumbai,First Owner,1197 cc,Manual,2011,1197 cc,78.9 bhp,17.71 kmpl,Petrol,,,,3775mm,,,,,,,,
2018 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,₹7.89 Lakh,"West, Thane",Aug 2018,Comprehensive,Petrol,5 Seats,"14,840 Kms",Mumbai,First Owner,1497 cc,Automatic,2018,1497 cc,121.36 bhp,14.8 kmpl,,200mm,,FWD,,,,,,,,,
2017 Hyundai Grand i10 Magna,₹3.70 Lakh,"Matunga West, Mumbai",Jan 2018,Comprehensive,Petrol,5 Seats,"37,000 Kms",Mumbai,Second Owner,1197 cc,Manual,2017,,,,,,,,,,,,,,,,
2015 Tata Zest Quadrajet 1.3 XTA,₹3.51 Lakh,"Borivali West, Mumbai",Oct 2015,Comprehensive,Diesel,5 Seats,"62,218 Kms",Mumbai,First Owner,1248 cc,Automatic,2015,1248 cc,88.7 bhp,21.58 kmpl,Diesel,,,,,2,,,,,,,
2021 Tata Nexon XZ Plus Dark Edition,₹9.13 Lakh,"Kandivali East, Mumbai",Aug 2021,Comprehensive,Petrol,5 Seats,"23,609 Kms",kalyan,First Owner,1199 cc,Manual,2021,1199 cc,118.35 bhp,17.33 kmpl,Petrol,209,,,,,,,,,,5 Star,
2011 Honda City 1.5 S MT,₹2.90 Lakh,"Ghatkopar East, Mumbai",Jun 2011,Third Party,Petrol,5 Seats,"73,000 Kms",Mumbai,First Owner,1497 cc,Manual,2011,1497 cc,,17 kmpl,Petrol,,,,,,,,,,,,
2022 Honda Amaze 2nd Gen VX CVT BSVI,₹7.99 Lakh,"Antop Hill, Mumbai",Mar 2022,Expired,Petrol,5 Seats,"44,000 Kms",Mumbai,First Owner,1199 cc,Automatic,2022,1199 cc,88.50 bhp,18.3 kmpl,Petrol,,,,,2,,,,,,,
2016 Datsun GO T BSIV,₹2.99 Lakh,"Borivali West, Mumbai",May 2016,Expired,Petrol,5 Seats,"28,000 Kms",Mumbai,First Owner,1198 cc,Manual,2016,1198 cc,67 bhp,20.63 kmpl,Petrol,,,,3785mm,,,,,,,,
2018 Maruti Swift AMT ZXI,₹5.98 Lakh,"Kandivali East, Mumbai",Jan 2019,Comprehensive,Petrol,5 Seats,"23,114 Kms",kalyan,First Owner,1197 cc,Automatic,2018,1197 cc,81.80 bhp,21.21 kmpl,Petrol,,,,,2,,,,,,,
2016 Honda City i VTEC SV,₹5 Lakh,"Sakinaka, Mumbai",Jun 2016,Comprehensive,Petrol,5 Seats,"86,000 Kms",Mumbai,First Owner,1497 cc,Manual,2016,1497 cc,117.3 bhp,17.8 kmpl,Petrol,,,,,,,,,,,,
2012 Maruti Swift Dzire VXI,₹3.25 Lakh,"West, Thane",May 2012,Expired,Petrol,5 Seats,"55,908 Kms",kalyan,First Owner,1197 cc,Manual,2012,1197 cc,85.8 bhp,19.1 kmpl,Petrol,,,,,,,,,,,,
2019 Honda WR-V i-VTEC S,₹6.19 Lakh,"Santacruz Central, Mumbai",Apr 2019,Expired,Petrol,5 Seats,"41,983 Kms",Mumbai,First Owner,1199 cc,Manual,2019,1199 cc,88.7 bhp,17.5 kmpl,,188mm,,FWD,,,,,,,,,
2018 Jeep Compass 1.4 Sport,₹8 Lakh,"Ins Hamla, Mumbai",Aug 2018,Comprehensive,Petrol,5 Seats,"41,000 Kms",Mumbai,First Owner,1368 cc,Manual,2018,1368 cc,160 bhp,16 kmpl,,178mm,5,4X2,,,,,,,,,
2021 Kia Seltos GTX Plus,₹15.75 Lakh,"Borivali West, Mumbai",Apr 2021,Comprehensive,Petrol,5 Seats,"20,700 Kms",Mumbai,First Owner,1353 cc,Manual,2021,1353 cc,138.08 bhp,16.5 kmpl,Petrol,,5,FWD,,,,,,,,,
2018 Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,₹13.90 Lakh,"Sakinaka, Mumbai",Jul 2018,Comprehensive,Petrol,5 Seats,"21,100 Kms",Mumbai,Second Owner,1999 cc,Automatic,2018,1999 cc,152.88 bhp,12.95 kmpl,,195mm,5,2WD,,,,,,,,,
2015 Toyota Innova 2.5 G (Diesel) 7 Seater,₹9.45 Lakh,"Andheri East, Mumbai",Jun 2015,Comprehensive,Diesel,7 Seats,"1,63,783 Kms",vasai,First Owner,2494 cc,Manual,2015,2494 cc,100.6 bhp,,Diesel,,7,,,,,,,,,,
2021 Tata Nexon XZA Plus DualTone Roof AMT,₹8.46 Lakh,"Dadar, Mumbai",Apr 2021,Comprehensive,Petrol,5 Seats,"72,097 Kms",Navi Mumbai,First Owner,1199 cc,Automatic,2021,1199 cc,118.36 bhp,16.35 kmpl,Petrol,209,,,,,,,,,,,
2012 Maruti Zen Estilo VXI BSIV,₹2.70 Lakh,"Ghatkopar East, Mumbai",Jun 2012,Comprehensive,Petrol,5 Seats,"4,000 Kms",Mumbai,First Owner,998 cc,Manual,2012,998 cc,67.1 bhp,19 kmpl,Petrol,,,,3600mm,,,,,,,,
2011 Mercedes-Benz E-Class E 200 CGI,₹4.55 Lakh,"Andheri East, Mumbai",Nov 2011,Expired,Petrol,5 Seats,"63,000 Kms",Pimpri chinchwad,Fourth Owner,1796 cc,Manual,2011,1796 cc,185 bhp,,Petrol,,5,Two Wheel Drive,,,,,,,,,232km/hr kmph
2018 Maruti Vitara Brezza VDi,₹7.89 Lakh,"West, Thane",May 2018,Comprehensive,Diesel,5 Seats,"49,815 Kms",Mumbai,First Owner,1248 cc,Manual,2018,1248 cc,88.5 bhp,24.3 kmpl,,198mm,,FWD,,,,,,,,,
2018 Hyundai i20 Asta,₹6.12 Lakh,"Ghatkopar West, Mumbai",Aug 2018,Comprehensive,Petrol,5 Seats,"12,476 Kms",Thane,Second Owner,1197 cc,Manual,2018,1197 cc,,17 kmpl,Petrol,,,,3940 mm,,,,,,,,
2016 Hyundai Verna 1.6 VTVT AT SX,₹6.26 Lakh,"Sakinaka, Mumbai",Aug 2016,Comprehensive,Petrol,5 Seats,"33,000 Kms",Mumbai,First Owner,1591 cc,Automatic,2016,1591 cc,121.3 bhp,17.01 kmpl,Petrol,,,,,,,,,,,,
2019 Honda City VX MT,₹7.68 Lakh,"Kandivali East, Mumbai",Jun 2019,Comprehensive,Petrol,5 Seats,"83,787 Kms",Mumbai,First Owner,1498 cc,Manual,2019,1498 cc,119.35 bhp,18.6 kmpl,Petrol,,,,,6,,,,,,,
2020 Kia Seltos HTX G,₹11.63 Lakh,"Navi, Mumbai",Oct 2020,Comprehensive,Petrol,5 Seats,"20,964 Kms",Mumbai,First Owner,1497 cc,Manual,2020,1497 cc,113.43 bhp,16.8 kmpl,Petrol,,5,FWD,,,,,,,,,
2018 Hyundai Creta 1.6 SX Automatic,₹9.45 Lakh,"Andheri East, Mumbai",Jun 2018,Comprehensive,Petrol,5 Seats,"67,269 Kms",Mumbai,First Owner,1591 cc,Automatic,2018,1591 cc,121.3 bhp,14.8 kmpl,Petrol,,5,FWD,,,,,,,,,
2018 Maruti Celerio X AMT ZXI BSIV,₹4.45 Lakh,"Jogeshwari West, Mumbai",Mar 2018,Expired,Petrol,5 Seats,"35,000 Kms",Mumbai,First Owner,998 cc,Automatic,2018,998 cc,67 bhp,21.63 kmpl,Petrol,,,,,1,,,,,,,
2015 Volkswagen Vento 1.5 TDI Comfortline,₹5.75 Lakh,"Ghatkopar East, Mumbai",Apr 2015,Comprehensive,Diesel,5 Seats,"49,500 Kms",Mumbai,First Owner,1498 cc,Manual,2015,1498 cc,103.2 bhp,20.34 kmpl,Diesel,,,,,,,,,,,,
2016 Maruti Celerio ZXI Optional,₹3.59 Lakh,"Goregaon East, Mumbai",Nov 2016,Third Party,Petrol,5 Seats,"95,689 Kms",Navi Mumbai,First Owner,998 cc,Manual,2016,998 cc,67.04 bhp,23.1 kmpl,Petrol,,,,3715mm,,,,,,,,
2015 BMW X3 xDrive 20d Luxury Line,₹18.50 Lakh,"Andheri West, Mumbai",May 2015,Comprehensive,Diesel,5 Seats,"69,300 Kms",Mumbai,Second Owner,1995 cc,Automatic,2015,1995 cc,187.7 bhp,,Diesel,,,AWD,,,,,,,,,213 kmph
2019 Tata Hexa XMA,₹10.99 Lakh,"Borivali West, Mumbai",Mar 2019,Comprehensive,Diesel,7 Seats,"34,429 Kms",Mumbai,First Owner,2179 cc,Automatic,2019,2179 cc,153.86 bhp,,Diesel,,7,,,2,,,,,,,
2022 Mercedes-Benz C-Class C 300d BSVI,₹58 Lakh,"Khar Delivery, Mumbai",Oct 2022,Comprehensive,Diesel,5 Seats,"12,000 Kms",vasai,First Owner,1993 cc,Automatic,2022,1993 cc,261.49 bhp,20.37 kmpl,Diesel,,,,,,,,,,,,
2022 Kia Seltos HTX G,₹13.45 Lakh,"Goregaon (w), Mumbai",Apr 2022,Expired,Petrol,5 Seats,"27,000 Kms",Mumbai,First Owner,1497 cc,Manual,2022,1497 cc,113.43 bhp,16.8 kmpl,Petrol,,5,FWD,,,,,,,,,
2019 Maruti Dzire VXI,₹6.14 Lakh,"Ghatkopar West, Mumbai",Mar 2019,Comprehensive,Petrol,5 Seats,"25,279 Kms",Mumbai,First Owner,1197 cc,Manual,2019,1197 cc,80 bhp,24.79 kmpl,Petrol,,,,,,382 Litres,,,,,5 Star,
2021 MG Hector Sharp Diesel MT,₹15.60 Lakh,"Goregaon West, Mumbai",Aug 2021,Comprehensive,Diesel,5 Seats,"25,000 Kms",Dhule,First Owner,1956 cc,Manual,2021,1956 cc,167.68 bhp,13 kmpl,,192mm,5,FWD,,,,,,,,,
2021 Mercedes-Benz S-Class S 350d,₹1.55 Crore,"Khar Delivery, Mumbai",Jun 2022,Comprehensive,Diesel,5 Seats,"13,500 Kms",Pune,First Owner,2925 cc,Automatic,2021,2925 cc,281.61 bhp,,Diesel,,,AWD,,,,,,,,5 Star,250 kmph
2021 Kia Sonet HTX Turbo iMT,₹9.20 Lakh,"Dadar, Mumbai",Mar 2021,Comprehensive,Petrol,5 Seats,"30,638 Kms",panvel,First Owner,998 cc,Automatic,2021,998 cc,118.35 bhp,18.2 kmpl,Petrol,,,2WD,,,,,,,,,
2016 Datsun RediGO T Option,₹2.59 Lakh,"Borivali West, Mumbai",Jul 2016,Expired,Petrol,5 Seats,"45,000 Kms",Thane,Second Owner,799 cc,Manual,2016,799 cc,53.64 bhp,22.7 kmpl,Petrol,,,,3429mm,,,,,,,,
2015 Volkswagen Polo 1.5 TDI Highline,₹4.06 Lakh,"Ghatkopar West, Mumbai",Sept 2015,Comprehensive,Diesel,5 Seats,"60,176 Kms",Navi Mumbai,First Owner,1498 cc,Manual,2015,1498 cc,88 bhp,20.14 kmpl,Diesel,,,,3971mm,,,,,,,,
2022 Skoda Kushaq 1.0 TSI Ambition AT BSVI,₹11.89 Lakh,"Mulund West, Mumbai",Sept 2022,Expired,Petrol,5 Seats,"17,204 Kms",Mumbai,First Owner,999 cc,Automatic,2022,999 cc,113.98 bhp,17.2 kmpl,,188mm,5,FWD,,,,,,,,,
2017 Honda City i-VTEC CVT V,₹6.75 Lakh,"Santacruz East, Mumbai",Feb 2017,Comprehensive,Petrol,5 Seats,"40,000 Kms",Mumbai,First Owner,1497 cc,Automatic,2017,1497 cc,117.6 bhp,18 kmpl,Petrol,,,,,2,,,,,,,
2021 Kia Seltos GTX Plus Diesel AT,₹17.50 Lakh,"Mulund West, Mumbai",Apr 2021,Expired,Diesel,5 Seats,"35,000 Kms",Sindhudurg,First Owner,1493 cc,Automatic,2021,1493 cc,113.43 bhp,18 kmpl,Diesel,,5,FWD,,,,,,,,,
2023 BMW X5 xDrive40i M Sport,₹95.95 Lakh,"Goregaon (w), Mumbai",Oct 2023,Expired,Petrol,5 Seats,"12,000 Kms",Thane,First Owner,2998 cc,Automatic,2023,2998 cc,375.48 bhp,,Petrol,,,4WD,,,,,,,,,243 kmph
2021 Mercedes-Benz GLC 200,₹54 Lakh,"Vileparle(west) S.o, Mumbai",Aug 2021,Zero Dep,Petrol,5 Seats,"6,000 Kms",Mumbai,First Owner,1991 cc,Automatic,2021,1991 cc,197 bhp,,Petrol,,,AWD,,,,,,,,,217 kmph
2012 Toyota Etios G,₹2.66 Lakh,"Ghatkopar West, Mumbai",Jan 2013,Comprehensive,Petrol,5 Seats,"53,298 Kms",Mumbai,First Owner,1496 cc,Manual,2012,1496 cc,88.73 bhp,17.6 kmpl,Petrol,,,,,,,,,,,,
2019 Hyundai Creta 1.6 SX Automatic,₹11 Lakh,"Mulund West, Mumbai",Sept 2019,Expired,Petrol,5 Seats,"38,554 Kms",Mumbai,First Owner,1591 cc,Automatic,2019,1591 cc,121.3 bhp,14.8 kmpl,Petrol,,5,FWD,,,,,,,,,
2016 Hyundai i20 Active 1.2 SX,₹4.50 Lakh,"Kandivali East, Mumbai",Jun 2016,Comprehensive,Petrol,5 Seats,"54,264 Kms",Mumbai,Second Owner,1197 cc,Manual,2016,1197 cc,81.86 bhp,17.19 kmpl,Petrol,,,,3995mm,,,,,,,,
2017 Mercedes-Benz B Class B180 Sport,₹14.99 Lakh,"Borivali West, Mumbai",Dec 2017,Expired,Petrol,5 Seats,"58,000 Kms",Mumbai,First Owner,1595 cc,Automatic,2017,1595 cc,120.69 bhp,,Petrol,,5,FWD,,,,,,,,,200 kmph
2016 Volkswagen Polo Cup Edition Comfortline,₹3.47 Lakh,"Ghatkopar West, Mumbai",Jun 2016,Comprehensive,Petrol,5 Seats,"44,998 Kms",Mumbai,Third Owner,999 cc,Manual,2016,999 cc,75 bhp,18.78 kmpl,Petrol,,,,3971mm,,,,,,,,
2016 Honda City i VTEC CVT VX,₹6.49 Lakh,Thane,Apr 2016,Expired,Petrol,5 Seats,"57,000 Kms",Mumbai,First Owner,1497 cc,Automatic,2016,1497 cc,117.3 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2020 Land Rover Range Rover Evoque 2.0 R-Dynamic SE diesel 2020-2021,₹50 Lakh,"Mulund West, Mumbai",May 2020,Expired,Diesel,5 Seats,"24,333 Kms",Mumbai,First Owner,1999 cc,Automatic,2020,1999 cc,245.4 bhp,,Diesel,,5,AWD,,8,,,,,,,
2022 Tata Nexon XZ Plus Dark Edition,₹9.79 Lakh,"Dadar, Mumbai",Apr 2022,Comprehensive,Petrol,5 Seats,"52,548 Kms",panvel,First Owner,1199 cc,Manual,2022,1199 cc,118.35 bhp,17.33 kmpl,Petrol,209,,,,,,,,,,5 Star,
2022 Tata Nexon EV XZ Plus Dark Edition,₹13.25 Lakh,"Chembur, Mumbai",Sept 2022,Comprehensive,Electric,5 Seats,"15,000 Kms",Mumbai,First Owner,,Automatic,2022,,127 bhp,,,,5,,,,,312 km,30.2 kWh,60 Mins,9.16 Hours,5 Star,
2021 Maruti Swift Dzire ZXI BSVI,₹7.05 Lakh,"West, Thane",Mar 2021,Comprehensive,Petrol,5 Seats,"18,191 Kms",Mumbai,First Owner,1197 cc,Manual,2021,1197 cc,88.50 bhp,22.41 kmpl,Petrol,,,,,2,,,,,,,
2019 Mercedes-Benz GLA Class 200 Sport,₹26.48 Lakh,"Sakinaka, Mumbai",Oct 2019,Expired,Petrol,5 Seats,"41,000 Kms",Mumbai,First Owner,1991 cc,Automatic,2019,1991 cc,183 bhp,,Petrol,,5,2WD,,,,,,,,,225 kmph
2023 Tata Harrier XTA Plus AT,₹19.90 Lakh,"Malad, Mumbai",Aug 2023,Comprehensive,Diesel,5 Seats,"3,000 Kms",Mumbai,First Owner,1956 cc,Automatic,2023,1956 cc,167.67 bhp,14.6 kmpl,Diesel,,5,,,2,,,,,,,
2019 Ford Ecosport 1.5 Petrol Titanium BSIV,₹7.75 Lakh,"Malad, Mumbai",Jun 2019,Comprehensive,Petrol,5 Seats,"47,007 Kms",Thane,Second Owner,1497 cc,Manual,2019,1497 cc,121.31 bhp,17 kmpl,,200mm,,FWD,,,,,,,,,
2021 Kia Seltos HTX IVT G,₹13.32 Lakh,"Navi, Mumbai",Oct 2021,Comprehensive,Petrol,5 Seats,"26,580 Kms",vasai,First Owner,1497 cc,Automatic,2021,1497 cc,113.42 bhp,16.8 kmpl,Petrol,,5,2WD,,,,,,,,,
2019 Tata Nexon 1.2 Revotron XMA,₹6.75 Lakh,"Nerul, Navi Mumbai",Jan 2019,Third Party,Petrol,5 Seats,"74,000 Kms",Pune,First Owner,1198 cc,Automatic,2019,1198 cc,108.5 bhp,17 kmpl,Petrol,,,FWD,,,,,,,,,
2017 Hyundai Creta 1.6 S Automatic,₹8.68 Lakh,"Navi, Mumbai",Aug 2017,Comprehensive,Diesel,5 Seats,"75,997 Kms",Mumbai,First Owner,1582 cc,Automatic,2017,1582 cc,126.2 bhp,17.6 kmpl,Diesel,,5,FWD,,,,,,,,,
2021 Skoda Kushaq 1.5 TSI Ambition,₹9.29 Lakh,"Navi, Mumbai",Jul 2021,Comprehensive,Petrol,5 Seats,"34,911 Kms",Mumbai,Second Owner,1498 cc,Manual,2021,1498 cc,147.51 bhp,18.6 kmpl,Petrol,,5,FWD,,,,,,,,5 Star,
2017 Maruti Ignis 1.2 AMT Zeta BSIV,₹4.75 Lakh,Thane,Apr 2017,Comprehensive,Petrol,5 Seats,"46,636 Kms",Mumbai,First Owner,1197 cc,Automatic,2017,1197 cc,81.80 bhp,20.89 kmpl,Petrol,,,,,2,,,,,,,
2018 Honda City i-VTEC S,₹5.50 Lakh,"Prabhadevi, Mumbai",Oct 2018,Comprehensive,Petrol,5 Seats,"70,336 Kms",Mumbai,First Owner,1497 cc,Manual,2018,1497 cc,117.3 bhp,17.4 kmpl,Petrol,,,,,,,,,,,,
2017 Maruti Vitara Brezza ZDi,₹7.49 Lakh,"Jogeshwari East, Mumbai",Apr 2017,Expired,Diesel,5 Seats,"80,000 Kms",Mumbai,First Owner,1248 cc,Manual,2017,1248 cc,88.5 bhp,24.3 kmpl,,198mm,,FWD,,,,,,,,,
2021 Tata Nexon EV XZ Plus,₹9.90 Lakh,"Khar (w), Mumbai",Jun 2021,Comprehensive,Electric,5 Seats,"7,000 Kms",Mumbai,First Owner,,Automatic,2021,,127 bhp,,,,5,,,,,312 km,30.2 kWh,60 Mins,9.16 Hours,5 Star,
