Year of Manufacture,Kms Driven,Power,Mileage,Engine Displacement,Brand,Model,Transmission,Fuel Type,City,price
2021,36000,148.0,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 GX 8 STR,Manual,Diesel,Mumbai,2145000
2017,38000,121.3,13.0,1591.0,Hyundai,Creta 1.6 VTVT AT SX Plus,Automatic,Petrol,Mumbai,775000
2017,67419,86.7,17.8,1198.0,Honda,Amaze S i-VTEC,Manual,Petrol,Mumbai,469000
2010,105000,203.0,19.529431028174166,2143.0,Mercedes-Benz,E-Class E250 CDI Blue Efficiency,Automatic,Diesel,Mumbai,550000
2022,30100,138.05,19.529431028174166,1353.0,Kia,Carens Luxury Plus Turbo DCT 2022-2023,Automatic,Petrol,Mumbai,1700000
2020,32000,214.5,19.16,2487.0,Toyota,Camry Hybrid 2.5,Automatic,Petrol,Mumbai,2990000
2013,28000,120.7,19.529431028174166,1595.0,Mercedes-Benz,B Class B180 Sports,Automatic,Petrol,Mumbai,1150000
2020,33146,127.0,19.529431028174166,1440.1495461749028,Tata,Nexon EV XZ Plus,Automatic,Electric,Mumbai,825000
2024,1008,119.0,15.31,1498.0,Honda,Elevate SV,Manual,Petrol,Mumbai,1299000
2019,20658,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Manual,Petrol,Mumbai,512000
2023,17838,65.71,24.97,998.0,Maruti,Celerio ZXI Plus,Manual,Petrol,Mumbai,597000
2016,38366,82.0,18.9,1197.0,Hyundai,Grand i10 Sportz,Manual,Petrol,Mumbai,325000
2012,44839,78.9,17.71,1197.0,Toyota,Etios Liva G,Manual,Petrol,Mumbai,252000
2015,26000,117.3,18.0,1497.0,Honda,City i VTEC CVT SV,Automatic,Petrol,Mumbai,495000
2017,75000,153.86,19.529431028174166,2179.0,Tata,Hexa XTA,Automatic,Diesel,Mumbai,894999
2015,33333,101.65,20.51,1462.0,Maruti,Ertiga VXI,Manual,Petrol,Mumbai,504000
2021,22977,86.83,19.33,1199.0,Tata,Altroz XT,Manual,Petrol,Mumbai,649000
2022,35000,103.2,19.01,1462.0,Maruti,XL6 Zeta,Manual,Petrol,Mumbai,1090000
2018,51418,103.25,20.04,1462.0,Maruti,Ciaz Zeta AT,Automatic,Petrol,Mumbai,649000
2022,36796,84.0,20.3,1199.0,Tata,Tigor 1.2 Revotron XZ,Manual,Petrol,Thane,719000
2020,24025,103.25,20.04,1462.0,Maruti,Ciaz Alpha AT BSVI,Automatic,Petrol,Mumbai,770000
2021,22778,108.91762795275592,19.529431028174166,999.0,Renault,Kiger RXT AMT,Automatic,Petrol,Thane,655000
2019,45415,113.43,16.8,1353.0,Kia,Seltos GTX,Manual,Petrol,Mumbai,1135000
2022,40000,261.5,13.38,2993.0,BMW,X5 xDrive 30d Sport,Automatic,Diesel,Mumbai,8000000
2017,11046,67.05,23.95,998.0,Maruti,Alto K10 VXI,Manual,Petrol,Mumbai,317000
2022,48415,71.01,20.0,999.0,Renault,Triber RXZ,Manual,Petrol,Mumbai,602000
2016,32000,117.3,18.0,1497.0,Honda,City i VTEC CVT VX,Automatic,Petrol,Mumbai,650000
2014,77671,108.91762795275592,19.529431028174166,1197.0,Hyundai,Grand i10 Sportz,Manual,Petrol,Mumbai,316000
2021,21771,68.05,24.0,1197.0,Hyundai,Grand i10 Nios Sportz CNG,Manual,CNG,Thane,661000
2020,49000,197.26,19.529431028174166,2199.0,Kia,Carnival Limousine,Automatic,Diesel,Mumbai,2781000
2021,47279,118.35,18.0,998.0,Hyundai,Venue SX Turbo iMT,Manual,Petrol,Mumbai,949000
2023,15000,340.0,19.529431028174166,2995.0,Porsche,Cayenne Base,Automatic,Petrol,Mumbai,15000000
2022,20000,115.32,19.529431028174166,2494.0,Toyota,Vellfire Executive Lounge BSVI,Automatic,Petrol,Mumbai,10500000
2021,18000,261.5,19.529431028174166,2998.0,BMW,X7 xDrive 30d DPE,Automatic,Diesel,Mumbai,9800000
2021,27009,118.36,16.35,1199.0,Tata,Nexon XZA Plus (O) AMT,Automatic,Petrol,Mumbai,925000
2011,48123,88.73,17.6,1496.0,Toyota,Etios G,Manual,Petrol,Thane,221000
2021,29930,113.42,16.8,1497.0,Kia,Seltos HTX IVT G,Automatic,Petrol,Mumbai,1295000
2022,29000,167.68,13.0,1956.0,MG,Hector Sharp Diesel MT,Manual,Diesel,Mumbai,1599000
2015,61000,67.04,20.51,998.0,Maruti,Wagon R VXI BS IV,Manual,Petrol,Mumbai,325000
2017,53830,88.7,19.0,1199.0,Honda,Jazz 1.2 V AT i VTEC,Automatic,Petrol,Mumbai,490000
2014,86000,85.8,19.1,1197.0,Maruti,Swift Dzire VXI,Manual,Petrol,Coimbatore,399000
2019,35620,67.0,23.01,999.0,Renault,KWID 1.0 RXT Optional AT 2016-2019,Automatic,Petrol,Mumbai,311000
2021,20000,113.18,19.529431028174166,1497.0,Hyundai,Creta S BSVI,Manual,Petrol,Mumbai,1050000
2022,47287,81.86,17.52,1197.0,Hyundai,Venue S,Manual,Petrol,Mumbai,658000
2017,20631,74.0,27.39,1248.0,Maruti,Baleno Zeta Diesel,Manual,Diesel,Mumbai,548000
2015,47238,108.91762795275592,19.529431028174166,1373.0,Maruti,Ertiga VXI,Manual,Petrol,Thane,659000
2023,32000,138.08,14.34,1349.0,MG,Astor Savvy Turbo AT BSVI,Automatic,Petrol,Mumbai,1511000
2016,430000,88.7,18.7,1199.0,Honda,Jazz 1.2 V i VTEC,Manual,Petrol,Mumbai,499000
2021,9178,84.0,20.3,1199.0,Tata,Tigor 1.2 Revotron XZA,Automatic,Petrol,Mumbai,681000
2022,21738,86.83,19.33,1199.0,Tata,Altroz XZ,Manual,Petrol,Mumbai,753000
2014,67000,83.8,20.45,1461.0,Nissan,Terrano XE 85 PS,Manual,Diesel,Mumbai,385000
2022,17779,68.05,24.0,1197.0,Hyundai,Grand i10 Nios Sportz CNG,Manual,CNG,Mumbai,704000
2016,117000,121.3,15.29,1591.0,Hyundai,Creta 1.6 VTVT S,Manual,Petrol,Navi Mumbai,695000
2018,43000,81.8,21.21,1197.0,Maruti,Swift AMT VXI,Automatic,Petrol,Coimbatore,575000
2013,57636,98.6,25.8,1498.0,Honda,Amaze S i-Dtech,Manual,Diesel,Mumbai,474000
2019,42643,118.35,18.15,998.0,Hyundai,Venue SX Plus Turbo DCT,Automatic,Petrol,Mumbai,925000
2016,39000,83.1,21.4,1197.0,Maruti,Baleno 1.2 CVT Delta,Automatic,Petrol,Mumbai,495000
2018,24300,108.91762795275592,19.529431028174166,1199.0,Honda,WR-V i-VTEC S,Manual,Petrol,Navi Mumbai,553000
2022,13868,71.01,20.0,999.0,Renault,Triber RXZ Dual Tone,Manual,Petrol,Thane,682000
2019,23200,187.74,19.529431028174166,1995.0,BMW,6 Series GT 620d Luxury Line,Automatic,Diesel,Mumbai,3999000
2017,60055,98.6,25.8,1498.0,Honda,Amaze S i-DTEC,Manual,Diesel,Mumbai,475000
2020,44990,88.5,24.3,1248.0,Maruti,Vitara Brezza ZDi,Manual,Diesel,Mumbai,934000
2023,9000,108.49,14.82,1498.0,MG,Astor Sharp CVT BSVI,Automatic,Petrol,Mumbai,1375000
2022,30500,108.49,14.82,1498.0,MG,Astor Smart CVT BSVI,Automatic,Petrol,Mumbai,1175000
2021,29000,168.0,14.9,1956.0,Jeep,Compass 2.0 Model S Opt 4x4 AT,Automatic,Diesel,Mumbai,2275000
2018,72000,91.1,17.03,1373.0,Maruti,Ertiga BSIV VXI AT,Automatic,Petrol,Thane,875000
2020,93788,104.5,14.99,1498.0,Renault,Duster Petrol RXS CVT,Automatic,Petrol,Mumbai,712000
2015,48000,98.6,26.0,1498.0,Honda,City i DTEC E,Manual,Diesel,Mumbai,521000
2015,65175,93.7,16.02,1373.0,Maruti,Ertiga VXI,Manual,Petrol,Mumbai,565000
2021,13278,74.0,27.39,1248.0,Maruti,Baleno Zeta Diesel,Manual,Diesel,Mumbai,690000
2021,34015,94.93,18.5,1194.0,Ford,Freestyle Titanium Plus,Manual,Petrol,Mumbai,622000
2016,70000,88.5,24.3,1248.0,Maruti,Vitara Brezza VDi,Manual,Diesel,Mumbai,691000
2021,17710,103.26,18.76,1462.0,Maruti,Vitara Brezza VXI AT,Automatic,Petrol,Mumbai,1050000
2023,8900,41.42,19.529431028174166,1440.1495461749028,MG,Comet EV Play,Automatic,Electric,Mumbai,685000
2016,72000,58.33,32.52,998.0,Maruti,Wagon R CNG LXI,Manual,CNG,Mumbai,350000
2019,23877,74.0,27.39,1248.0,Maruti,Baleno Delta Diesel,Manual,Diesel,Mumbai,598000
2013,101292,98.59,22.77,1498.0,Ford,Ecosport 1.5 TDCi Titanium BSIV,Manual,Diesel,Mumbai,378000
2015,67437,58.16,26.6,998.0,Maruti,Wagon R LXI CNG,Manual,CNG,Mumbai,308000
2019,13722,150.19,14.62,1999.0,Hyundai,Elantra VTVT SX Option AT,Automatic,Petrol,Mumbai,1240000
2022,33919,84.0,20.3,1199.0,Tata,Tigor 1.2 Revotron XM,Manual,Petrol,Mumbai,597000
2013,52259,83.14,20.85,1197.0,Maruti,Swift Dzire VXI,Manual,Petrol,Mumbai,366000
2020,18538,118.36,20.0,998.0,Hyundai,i20 Sportz Turbo iMT,Manual,Petrol,Mumbai,678000
2018,41557,108.91762795275592,19.529431028174166,1995.0,BMW,3 Series GT 320d Luxury Line,Automatic,Diesel,Mumbai,2828000
2022,18000,147.51,17.88,1498.0,Volkswagen,Taigun 1.5 TSI GT Plus BSVI,Manual,Petrol,Mumbai,1590000
2024,8300,108.91762795275592,19.529431028174166,1997.0,Jaguar,F-Pace 2.0 R-Dynamic S Diesel BSVI,Automatic,Diesel,Thane,7100000
2023,4800,143.0,19.529431028174166,1440.1495461749028,Tata,Nexon EV Empowered Plus LR,Automatic,Electric,Mumbai,1575000
2022,15000,113.43,18.0,1493.0,Kia,Seltos GTX Plus Diesel AT,Automatic,Diesel,Mumbai,1800000
2018,35371,81.8,21.21,1197.0,Maruti,Swift AMT ZXI,Automatic,Petrol,Coimbatore,630000
2023,20043,71.01,19.17,999.0,Renault,Kiger RXZ,Manual,Petrol,Mumbai,705000
2019,71836,108.49,22.07,1497.0,Tata,Nexon XZA Plus (O) AMT Diesel,Automatic,Diesel,Mumbai,761000
2023,9690,108.49,14.85,1498.0,MG,Astor Savvy CVT Red BSVI,Automatic,Petrol,Mumbai,1400000
2011,42000,185.0,19.529431028174166,1796.0,Mercedes-Benz,E-Class E200 CGI Blue Efficiency,Automatic,Petrol,Mumbai,695000
2015,51932,67.05,21.63,998.0,Maruti,Celerio VXI,Manual,Petrol,Mumbai,311000
2019,35399,118.36,16.35,1199.0,Tata,Nexon XZA Plus DualTone Roof AMT,Automatic,Petrol,Mumbai,797000
2012,150000,126.24,22.7,1582.0,Hyundai,Elantra CRDi Base,Manual,Diesel,Mumbai,385000
2011,66702,105.5,17.43,1396.0,Hyundai,Verna 1.4 VTVT,Manual,Petrol,Mumbai,319000
2021,66000,113.42,24.07,1497.0,Tata,Nexon XZA Plus AMT Diesel BSVI,Automatic,Diesel,Navi Mumbai,980000
2016,69000,58.16,26.6,998.0,Maruti,Wagon R LXI CNG,Manual,CNG,Coimbatore,349000
2013,51367,93.7,16.02,1373.0,Maruti,Ertiga ZXI,Manual,Petrol,Mumbai,525000
2016,14840,108.91762795275592,19.529431028174166,1197.0,Hyundai,Grand i10 Sportz,Manual,Petrol,Coimbatore,445000
2016,92546,88.5,18.6,1199.0,Honda,Amaze 2nd Gen S,Manual,Petrol,Mumbai,377000
2019,31816,81.86,18.6,1197.0,Hyundai,i20 Petrol Asta Option,Manual,Petrol,Mumbai,625000
2024,9500,325.86,19.529431028174166,2925.0,Mercedes-Benz,GLS 400d 4MATIC,Automatic,Diesel,Mumbai,13700000
2018,77000,108.91762795275592,19.529431028174166,1969.0,Volvo,XC40 D4 Inscription BSIV,Automatic,Diesel,Mumbai,2395000
2013,52039,88.76,21.9,1396.0,Hyundai,i20 Magna 1.4 CRDi (Diesel),Manual,Diesel,Mumbai,342000
2018,39000,67.0,22.5,999.0,Datsun,RediGO 1.0 T Option,Manual,Petrol,Mumbai,299000
2022,16000,141.04,19.529431028174166,1440.1495461749028,Tata,Nexon EV XZ Plus,Automatic,Electric,Mumbai,990000
2018,19100,91.1,19.12,1373.0,Maruti,Ciaz 1.4 AT Alpha,Automatic,Petrol,Mumbai,749000
2016,60006,126.2,20.5,1582.0,Hyundai,Creta 1.6 SX Diesel,Manual,Diesel,Thane,801000
2023,5354,108.91762795275592,19.529431028174166,998.0,Maruti,Alto K10 VXI Plus,Manual,Petrol,Mumbai,542000
2015,29000,80.46,17.5,1373.0,Maruti,Ertiga VXI CNG,Manual,CNG,Mumbai,675000
2021,22581,98.63,18.24,999.0,Renault,Kiger RXZ Turbo CVT,Automatic,Petrol,Mumbai,765000
2019,99415,103.25,20.28,1462.0,Maruti,Ciaz Alpha Automatic BSIV,Automatic,Petrol,Mumbai,778000
2019,45020,108.91762795275592,19.529431028174166,1086.0,Hyundai,Santro Sportz CNG BSIV,Manual,CNG,Thane,475000
2016,42736,67.0,23.01,999.0,Renault,KWID 1.0 RXT,Manual,Petrol,Thane,345000
2022,43427,81.8,21.21,1197.0,Maruti,Swift AMT ZXI,Automatic,Petrol,Mumbai,647000
2015,66000,120.69,15.9,1496.0,Ford,Ecosport 1.5 Petrol Titanium,Manual,Petrol,Mumbai,549000
2019,21593,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Manual,Petrol,Mumbai,488000
2014,68330,82.0,18.9,1197.0,Hyundai,Grand i10 Asta,Manual,Petrol,Mumbai,380000
2018,44408,136.0,19.529431028174166,2143.0,Mercedes-Benz,GLA Class 200 d Style,Automatic,Diesel,Mumbai,2150000
2015,79193,83.14,20.85,1197.0,Maruti,Swift Dzire VXI,Manual,Petrol,Mumbai,340000
2016,73377,74.0,27.39,1248.0,Maruti,Baleno Alpha Diesel,Manual,Diesel,Mumbai,425000
2022,28589,59.18,30.48,1086.0,Hyundai,Santro Sportz Executive CNG,Manual,CNG,Mumbai,546000
2011,56000,78.9,16.95,1197.0,Hyundai,i10 Sportz AT,Automatic,Petrol,Mumbai,215000
2019,97620,67.05,21.63,998.0,Maruti,Celerio ZXI,Manual,Petrol,Mumbai,416000
2022,4629,108.91762795275592,19.529431028174166,796.0,Maruti,Alto 800 VXI,Manual,Petrol,Mumbai,412000
2021,27060,73.97,25.4,1186.0,Hyundai,Aura SX Plus AMT Diesel,Automatic,Diesel,Mumbai,700000
2014,58000,82.0,18.9,1197.0,Hyundai,Grand i10 AT Asta,Automatic,Petrol,Mumbai,385000
2022,12000,118.35,18.27,998.0,Hyundai,Venue SX Turbo,Manual,Petrol,Mumbai,1025000
2021,41000,68.05,24.0,1197.0,Hyundai,Grand i10 Nios Sportz CNG,Manual,CNG,Mumbai,625000
2012,102766,108.91762795275592,16.8,1497.0,Honda,City 1.5 V AT,Automatic,Petrol,Mumbai,353000
2015,83000,153.86,13.7,1997.0,Honda,CR-V 2.0L 2WD AT,Automatic,Petrol,Mumbai,655000
2022,11589,81.8,20.52,1197.0,Maruti,Wagon R VXI 1.2,Manual,Petrol,Thane,575000
2020,75059,138.0,16.2,1353.0,Kia,Seltos GTX DCT,Automatic,Petrol,Mumbai,1174000
2022,19000,197.13,23.0,1993.0,Mercedes-Benz,C-Class C 220d BSVI,Automatic,Diesel,Mumbai,4895000
2021,31852,67.05,21.7,998.0,Maruti,S-Presso VXI AT 2019-2022,Automatic,Petrol,Mumbai,434000
2019,62106,108.5,17.0,1198.0,Tata,Nexon 1.2 Revotron XMA,Automatic,Petrol,Coimbatore,699000
2020,29003,103.26,17.03,1462.0,Maruti,Vitara Brezza ZXI,Manual,Petrol,Mumbai,810000
2020,41000,141.0,13.96,1451.0,MG,Hector Sharp AT BSIV,Automatic,Petrol,Mumbai,1290000
2020,77815,55.92,32.73,998.0,Maruti,S-Presso VXI CNG,Manual,CNG,Thane,389000
2016,31992,88.7,18.7,1199.0,Honda,Jazz 1.2 V i VTEC,Manual,Petrol,Thane,455000
2015,155007,100.6,19.529431028174166,2494.0,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV,Manual,Diesel,Mumbai,950000
2018,69175,81.8,20.89,1197.0,Maruti,Ignis Alpha,Manual,Petrol,Mumbai,474000
2022,19599,98.63,17.4,999.0,Nissan,Magnite Turbo CVT XV Premium BSVI,Automatic,Petrol,Mumbai,785000
2022,920,118.41,20.25,998.0,Hyundai,i20 N-Line N8 DCT BSVI,Automatic,Petrol,Mumbai,1145000
2020,36060,118.36,18.3,998.0,Kia,Sonet GTX Plus Turbo DCT DT,Automatic,Petrol,Thane,1075000
2019,48000,160.77,16.0,1368.0,Jeep,Compass 1.4 Limited Plus BSIV,Automatic,Petrol,Mumbai,1245000
2024,8600,187.74,19.529431028174166,2487.0,Lexus,NX 350h Exquisite,Automatic,Petrol,Mumbai,6700000
2013,94000,83.8,20.46,1461.0,Renault,Duster 85PS Diesel RxL Optional,Manual,Diesel,Mumbai,395000
2013,33000,86.7,18.0,1198.0,Honda,Amaze S i-Vtech,Manual,Petrol,Mumbai,345000
2019,38809,81.83,18.6,1197.0,Hyundai,i20 Magna 1.2,Manual,Petrol,Mumbai,535000
2021,55000,191.76,19.529431028174166,1950.0,Mercedes-Benz,E-Class Exclusive E 220d,Automatic,Diesel,Mumbai,6300000
2022,2853,47.3,24.7,796.0,Maruti,Alto 800 VXI,Manual,Petrol,Thane,411000
2019,46009,141.0,13.96,1451.0,MG,Hector Sharp DCT,Automatic,Petrol,Mumbai,1200000
2015,97941,136.0,19.529431028174166,2143.0,Mercedes-Benz,GLA Class 200 CDI SPORT,Automatic,Diesel,Mumbai,1485000
2017,62431,116.3,16.8,1497.0,Honda,City V MT,Manual,Petrol,Mumbai,582000
2022,1100,189.08,19.529431028174166,1998.0,Mini,Cooper Countryman Cooper S JCW Inspired BSVI,Automatic,Petrol,Mumbai,4345000
2023,13000,108.49,14.82,1498.0,MG,Astor Sharp CVT BSVI,Automatic,Petrol,Mumbai,1325000
2014,65000,126.32,22.32,1582.0,Hyundai,Verna 1.6 SX,Manual,Diesel,Mumbai,484999
2013,29500,93.7,16.02,1373.0,Maruti,Ertiga VXI,Manual,Petrol,Mumbai,520000
2021,27850,81.8,21.21,1197.0,Maruti,Swift AMT ZXI,Automatic,Petrol,Mumbai,641000
2017,48420,91.1,19.12,1373.0,Maruti,Ciaz 1.4 AT Zeta,Automatic,Petrol,Mumbai,570000
2015,54002,86.8,16.5,1198.0,Honda,Brio VX AT,Automatic,Petrol,Mumbai,311000
2022,20000,73.75,19.529431028174166,1440.1495461749028,Tata,Tigor EV XZ Plus,Automatic,Electric,Mumbai,745000
2015,75000,71.0,24.4,1120.0,Hyundai,Xcent 1.1 CRDi SX,Manual,Diesel,Mumbai,375000
2023,29500,87.0,20.0,1197.0,Hyundai,i20 Asta Opt IVT,Automatic,Petrol,Mumbai,975000
2013,66660,88.5,22.41,1197.0,Maruti,Swift Dzire ZXI,Manual,Petrol,Mumbai,324000
2015,76682,58.16,26.6,998.0,Maruti,Wagon R LXI CNG,Manual,CNG,Mumbai,323000
2013,110331,100.6,19.529431028174166,2494.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater,Manual,Diesel,Mumbai,725000
2021,46000,91.19,26.08,1462.0,Maruti,Ertiga CNG VXI,Manual,CNG,Mumbai,1049000
2014,53931,119.35,18.6,1498.0,Honda,City VX MT,Manual,Petrol,Mumbai,522000
2021,54407,103.25,18.43,1462.0,Maruti,S Cross Alpha AT,Automatic,Petrol,Mumbai,942000
2014,127800,80.9,22.8,1373.0,Maruti,Ertiga VXI CNG,Manual,CNG,Thane,575000
2018,73692,121.36,14.8,1497.0,Ford,Ecosport 1.5 Petrol Titanium Plus AT BSIV,Automatic,Petrol,Mumbai,675000
2022,30000,167.68,13.0,1956.0,MG,Hector Sharp Diesel MT,Manual,Diesel,Mumbai,1650000
2016,26000,81.8,22.0,1197.0,Maruti,Swift LXI BSIV,Manual,Petrol,Mumbai,475000
2022,31000,167.67,14.9,1956.0,Jeep,Compass Model S 4X4 Diesel AT BSVI,Automatic,Diesel,Mumbai,2350000
2019,33000,98.6,25.5,1498.0,Honda,WR-V i-DTEC VX,Manual,Diesel,Coimbatore,825000
2022,14372,183.72,19.529431028174166,1997.0,Hyundai,Tucson Signature Diesel 4WD AT BSVI,Automatic,Diesel,Mumbai,2890000
2017,44000,160.77,14.1,1368.0,Jeep,Compass 1.4 Longitude Plus AT,Automatic,Petrol,Mumbai,1190000
2021,18000,113.98,17.2,999.0,Skoda,Kushaq 1.0 TSI Style AT BSVI,Automatic,Petrol,Mumbai,1290000
2014,76037,93.7,16.02,1373.0,Maruti,Ertiga VXI,Manual,Petrol,Mumbai,575000
2023,26000,187.74,12.78,1984.0,Skoda,Kodiaq Sportline BSVI,Automatic,Petrol,Mumbai,3190000
2018,28900,83.1,21.4,1197.0,Maruti,Baleno 1.2 Zeta,Manual,Petrol,Thane,650000
2015,86098,117.3,17.4,1497.0,Honda,City i VTEC V,Manual,Petrol,Mumbai,434999
2020,41000,245.4,19.529431028174166,1999.0,Land,Rover Discovery Sport Dynamic SE Diesel,Automatic,Diesel,Mumbai,4850000
2014,110000,140.0,15.1,1997.0,Mahindra,XUV500 1.99 FWD W8,Manual,Diesel,Navi Mumbai,665000
2016,60100,82.0,19.1,1197.0,Hyundai,Xcent VTVT Plus ABS,Manual,Petrol,Navi Mumbai,449000
2017,25000,67.0,24.04,999.0,Renault,KWID Climber 1.0 AMT,Automatic,Petrol,Mumbai,370000
2018,43325,108.91762795275592,19.529431028174166,2143.0,Mercedes-Benz,GLA Class 200 d Sport,Automatic,Diesel,Mumbai,2192000
2015,24094,81.83,18.6,1197.0,Hyundai,i20 Sportz 1.2,Manual,Petrol,Mumbai,472000
2017,38005,81.83,18.6,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Thane,501000
2014,66000,184.0,19.529431028174166,1995.0,BMW,3 Series GT 320d Luxury Line,Automatic,Diesel,Mumbai,1591000
2011,57000,67.1,18.9,998.0,Maruti,Wagon R LXI BS IV,Manual,Petrol,Mumbai,225000
2021,18000,362.07,19.529431028174166,2999.0,Mercedes-Benz,S-Class S450 4Matic BSVI,Automatic,Petrol,Mumbai,15500000
2016,66000,98.79,13.7,1399.0,Chevrolet,Enjoy 1.4 LT 8,Manual,Petrol,Mumbai,375000
2017,14000,121.31,17.0,1497.0,Ford,Ecosport 1.5 Petrol Titanium BSIV,Manual,Petrol,Mumbai,545000
2023,4684,86.79,19.33,1199.0,Tata,Altroz XZ,Manual,Petrol,Mumbai,840000
2015,39000,121.3,17.1,1591.0,Hyundai,Verna 1.6 SX VTVT (O),Manual,Petrol,Coimbatore,449000
2020,36074,118.35,18.15,998.0,Hyundai,Venue SX Plus Turbo DCT,Automatic,Petrol,Mumbai,931000
2015,24373,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Asta,Manual,Petrol,Thane,409999
2013,57239,78.9,20.36,1197.0,Hyundai,i10 Sportz,Manual,Petrol,Mumbai,274000
2017,41736,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Asta,Manual,Petrol,Mumbai,465000
2023,42000,113.18,17.0,1497.0,Hyundai,Creta SX,Manual,Petrol,Mumbai,1350000
2019,8925,83.83,23.84,1199.0,Tata,Tiago XZA Plus,Automatic,Petrol,Mumbai,515000
2016,60868,82.0,18.9,1197.0,Hyundai,Grand i10 Sportz,Manual,Petrol,Mumbai,332000
2021,72836,71.01,20.0,999.0,Renault,Triber RXT,Manual,Petrol,Mumbai,516000
2017,54000,84.0,23.84,1199.0,Tata,Tiago 1.2 Revotron XZ,Manual,Petrol,Thane,425000
2018,18000,188.0,19.529431028174166,1968.0,Audi,Q5 35TDI Technology,Automatic,Diesel,Mumbai,3695000
2016,79123,117.3,18.0,1497.0,Honda,City i VTEC CVT SV,Automatic,Petrol,Thane,490000
2017,67000,117.3,17.8,1497.0,Honda,City i VTEC V,Manual,Petrol,Mumbai,665000
2018,32762,81.8,21.21,1197.0,Maruti,Swift Dzire AMT VXI,Automatic,Petrol,Mumbai,613000
2023,18000,141.0,12.34,1451.0,MG,Hector 1.5 Turbo Savvy Pro CVT BSVI,Automatic,Petrol,Mumbai,1989999
2023,18347,115.05,19.529431028174166,1497.0,Mahindra,XUV300 W6 Diesel,Manual,Diesel,Thane,875000
2013,81000,85.8,19.1,1197.0,Maruti,Swift Dzire ZXI,Manual,Petrol,Mumbai,425000
2023,16000,88.5,22.35,1197.0,Maruti,Baleno Delta,Manual,Petrol,Mumbai,750000
2020,66500,118.35,18.27,998.0,Hyundai,Venue SX Turbo,Manual,Petrol,Mumbai,800000
2017,29883,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Manual,Petrol,Mumbai,405999
2018,78156,105.94,17.8,1496.0,Toyota,Yaris G CVT,Automatic,Petrol,Mumbai,660000
2015,61000,117.3,18.0,1497.0,Honda,City i VTEC CVT VX,Automatic,Petrol,Mumbai,550000
2016,65000,117.3,17.8,1497.0,Honda,City i VTEC V,Manual,Petrol,Mumbai,535000
2022,22744,67.05,21.63,998.0,Maruti,Celerio ZXI,Manual,Petrol,Mumbai,505999
2018,27310,83.1,21.4,1197.0,Maruti,Baleno 1.2 Zeta,Manual,Petrol,Mumbai,550000
2022,13205,178.49,12.05,2157.0,Mahindra,Alturas G4 4X4 AT,Automatic,Diesel,Mumbai,3350000
2021,34400,241.3,14.11,1984.0,Audi,A6 45 TFSI Technology WO Matrix BSVI,Automatic,Petrol,Mumbai,4375000
2016,69400,149.92,14.62,1999.0,Hyundai,Elantra 2.0 SX Option AT,Automatic,Petrol,Mumbai,850000
2021,38101,127.0,19.529431028174166,1440.1495461749028,Tata,Nexon EV XM,Automatic,Electric,Mumbai,994999
2015,73212,99.0,24.29,1498.0,Ford,Figo 1.5 Sports Edition MT,Manual,Diesel,Mumbai,400000
2022,29500,261.5,13.38,2993.0,BMW,X7 xDrive30d DPE Signature,Automatic,Diesel,Mumbai,10400000
2012,118097,75.0,18.78,999.0,Volkswagen,Polo Cup Edition Comfortline,Manual,Petrol,Mumbai,256999
2019,21824,88.7,18.2,1199.0,Honda,Jazz VX CVT,Automatic,Petrol,Thane,675000
2024,1414,65.71,24.39,998.0,Maruti,Alto K10 VXI Plus,Manual,Petrol,Mumbai,540000
2013,59205,80.46,17.5,1373.0,Maruti,Ertiga VXI CNG,Manual,CNG,Thane,488000
2018,29382,80.0,24.79,1197.0,Maruti,Dzire VXI,Manual,Petrol,Mumbai,558000
2023,6663,113.98,18.09,999.0,Skoda,Kushaq 1.0 TSI Ambition AT,Automatic,Petrol,Mumbai,1325000
2021,10000,335.25,10.31,2998.0,BMW,X6 Xdrive40i M Sport,Automatic,Petrol,Mumbai,10800000
2016,27467,117.3,18.0,1497.0,Honda,City i VTEC CVT VX,Automatic,Petrol,Thane,690000
2021,47927,121.3,15.8,1591.0,Hyundai,Creta 1.6 EX Petrol,Manual,Petrol,Thane,1041000
2021,35114,113.98,19.76,999.0,Skoda,Kushaq 1.0 TSI Style,Manual,Petrol,Mumbai,1383000
2017,14836,78.9,17.71,1197.0,Toyota,Etios Liva V,Manual,Petrol,Mumbai,429000
2018,60900,105.5,17.8,1496.0,Toyota,Yaris G CVT BSIV,Automatic,Petrol,Mumbai,695000
2016,33552,88.5,24.3,1248.0,Maruti,Vitara Brezza VDi,Manual,Diesel,Mumbai,675000
2014,47000,136.0,19.529431028174166,2143.0,Mercedes-Benz,GLA Class 200 CDI,Automatic,Diesel,Mumbai,1595000
